average distance (Rs)
218.575259928705
218.519397549584
218.434895724937
218.321745060455
218.179932983013
218.009443744726
217.810258428171
217.582354952856
217.325708083047
217.040289437096
216.726067498416
216.383007628283
216.011072080673
215.610220019371
215.180407537598
214.721587680472
214.233710470627
213.71672293736
213.17056914971
212.595190253954
211.990524516004
211.356507369292
210.693071468759
210.000146751666
209.277660505975
208.525537447194
207.743699804609
206.932067417989
206.090557845925
205.219086487124
204.317566716103
203.385910034909
202.42402624266
201.431823624919
200.409209165117
199.356088808424
198.272367585478
197.157950185125
196.012741002805
194.836644645225
193.629566309525
192.391412237061
191.12209021928
189.821510161669
188.489584712506
187.126229963974
185.731366234108
184.30491893913
182.846819566905
181.357006418647
179.835426853609
178.282037769573
176.696806979614
175.0797154149
173.430758842647
171.749949988226
170.037320911562
168.292925669761
166.5168433021
164.709181178321
162.870078756612
160.999711803806
159.09829713734
157.166097956408
155.203429838662
153.210667488845
151.188252336987
149.136701096358
147.056615405273
144.948692692178
142.813738839154
140.652680321023
138.466582013691
136.256663722907
134.024319566986
131.771140365177
129.498938477296
127.209775621571
124.905993986914
122.590250600633
120.265556076393
117.935316412065
115.60337939824
113.274084649511
110.952317240421
108.643564232891
106.353972325004
104.090409526567
101.86051716283
99.6727632936919
97.5364827382094
95.4619018282896
93.4601401052989
91.5431804764147
89.7237984050972
88.015440210546
86.4320400386024
84.9877736767664
83.6967383302028
82.5725696459264
81.6280051353278
80.874416700662
80.3213435850333
79.9760638188793
79.8432443918498
79.9247064023649
80.2193312024014
80.7231181908254
81.4293877013607
82.3291062598743
83.4112998767551
84.6635155039067
86.0722915745031
87.6236043765314
89.3032654270662
91.097257149573
92.9919973566777
94.9745363041307
97.0326927229637
99.1551358174383
101.331424061264
103.552010249636
105.808221572051
108.092222680187
110.396964991054
112.716134051807
115.044089911119
117.375808298756
119.706823740711
122.033175149145
124.351354854447
126.658261476869
128.951156686784
131.227626085562
133.485543619728
135.723039754789
137.938472889287
140.130403825689
142.297572950506
144.438879396603
146.553365658375
148.640197811304
150.698653677914
152.728109676681
154.728029640876
156.697954896575
156.54357828177
158.169576809173
159.740292353014
161.25620616996
162.717785434302
164.125482871274
165.479736093319
166.780967114995
168.029581938716
169.225970420791
170.370506006383
171.463545706305
